VendorID,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
630918.0,630918.0,630918.0,630918.0,630918.0,630918.0,630918.0,630918.0,630918.0,630918.0,630918.0,0.0,630918.0,630918.0,630918.0,630918.0,84538.0
1.8515131918886447,1.3314614577488675,109.7315435603359,129.13526480461803,1.3182140943831053,3.4388780633933416,13.886843757825897,0.2991970430388735,0.4876510101154191,0.8643079449310369,0.23842042864524382,,0.2728348216408471,16.07315064715225,1.3942429919577504,1.0814765151731287,3.25297499349405e-05
0.35558216537468623,1.0994080272732498,72.82459836873986,76.85482870311877,0.9939580636527207,4.044745700657138,11.97103177429764,0.3969011266855866,0.08954535699007449,1.681640276079379,1.2244537941113771,,0.09010163153509004,12.84522623293561,0.5125536181235755,0.27356573481768476,0.009458161149033483
1.0,1.0,1.0,1.0,0.0,0.0,-120.0,-4.5,-0.5,-10.56,-5.76,,-0.3,-120.0,1.0,1.0,0.0
2.0,1.0,52.0,62.0,1.0,1.05,6.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,1.0,0.0
2.0,1.0,82.0,129.0,1.0,1.96,10.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,1.0,0.0
2.0,1.0,166.0,193.0,1.0,4.08,17.0,0.5,0.5,1.46,0.0,,0.3,18.96,2.0,1.0,0.0
2.0,6.0,265.0,265.0,9.0,117.99,400.0,4.5,3.8,100.0,95.76,,0.3,400.0,5.0,2.0,2.75
